coinc_event_id	simulation_id	far	snr	searched_area	searched_prob	offset	runtime
coinc_event:coinc_event_id:10202	sim_inspiral:simulation_id:1243	3.77232633462e-14	13.0622577784	188.500107129	0.427259013191	6.8161107629	903.583137989
coinc_event:coinc_event_id:10184	sim_inspiral:simulation_id:1135	3.77232633462e-14	13.5511242419	876.078312005	0.929555584346	51.3389968842	525.671849966
coinc_event:coinc_event_id:10148	sim_inspiral:simulation_id:899	3.77232633462e-14	13.5686756419	271.07873344	0.684271860146	148.483413077	964.680124044
coinc_event:coinc_event_id:10206	sim_inspiral:simulation_id:1281	3.77232633462e-14	12.2912778506	124.215459491	0.248090563698	1.83877896423	521.743321896
coinc_event:coinc_event_id:10529	sim_inspiral:simulation_id:3423	3.77232633462e-14	12.248534783	1262.24518654	0.97387940468	45.1110759185	897.860845089
coinc_event:coinc_event_id:10458	sim_inspiral:simulation_id:3015	3.77232633462e-14	15.8764723869	219.593313892	0.621040878168	26.8982320441	513.556643009
coinc_event:coinc_event_id:10805	sim_inspiral:simulation_id:5131	3.77232633462e-14	13.8372530928	647.711756729	0.854743391187	46.6941058915	917.73189497
coinc_event:coinc_event_id:10697	sim_inspiral:simulation_id:4463	3.77232633462e-14	14.8588772759	353.801613346	0.72069627849	30.384729185	643.083349943
coinc_event:coinc_event_id:1087	sim_inspiral:simulation_id:5384	3.77232633462e-14	13.2486921404	280.783066213	0.584112520914	23.390050094	910.125828981
coinc_event:coinc_event_id:10899	sim_inspiral:simulation_id:5856	3.77232633462e-14	18.6750042326	284.389406095	0.721940794263	79.8104304735	533.217068195
coinc_event:coinc_event_id:11012	sim_inspiral:simulation_id:6583	3.77232633462e-14	17.2345362218	1131.15801033	0.98403434901	8.02944114098	899.442751884
coinc_event:coinc_event_id:11034	sim_inspiral:simulation_id:6694	3.77232633462e-14	14.2579148258	659.212702461	0.866666765874	45.9119940372	920.272525072
coinc_event:coinc_event_id:11118	sim_inspiral:simulation_id:7327	3.77232633462e-14	14.2706871511	18.5824858635	0.0870036076994	4.15106234254	968.855484962
coinc_event:coinc_event_id:11178	sim_inspiral:simulation_id:7682	3.77232633462e-14	12.7544428409	391.045268852	0.678519162528	170.805456544	988.846433878
coinc_event:coinc_event_id:11298	sim_inspiral:simulation_id:8484	3.77232633462e-14	12.5967069814	88.0733768943	0.261772543825	22.8309010859	1097.76524091
coinc_event:coinc_event_id:11366	sim_inspiral:simulation_id:8983	3.77232633462e-14	12.4223828211	406.008300871	0.621440766448	131.361670671	602.0242939
coinc_event:coinc_event_id:11372	sim_inspiral:simulation_id:9050	3.77232633462e-14	15.2780538682	255.997675753	0.833423459026	51.7192456005	1098.08799601
coinc_event:coinc_event_id:11502	sim_inspiral:simulation_id:9836	3.77232633462e-14	15.4522414032	32.1947796718	0.240161992908	12.4551937106	986.175302029
coinc_event:coinc_event_id:11634	sim_inspiral:simulation_id:10740	3.77232633462e-14	13.557917958	354.050778647	0.712289611449	145.08817076	954.470567942
coinc_event:coinc_event_id:11337	sim_inspiral:simulation_id:8817	3.77232633462e-14	24.8518951016	79.4279966505	0.728105234257	0.890942638513	956.526218891
coinc_event:coinc_event_id:11451	sim_inspiral:simulation_id:9572	3.77232633462e-14	33.3078036633	4.10794897441	0.0654437145349	0.65822746888	669.298257113
coinc_event:coinc_event_id:11718	sim_inspiral:simulation_id:11242	3.77232633462e-14	27.1306299486	93.9877743004	0.547839889521	102.925238566	513.664117098
coinc_event:coinc_event_id:11774	sim_inspiral:simulation_id:11560	3.77232633462e-14	12.3662015519	441.62582494	0.607409690478	37.554068907	511.656780958
coinc_event:coinc_event_id:11746	sim_inspiral:simulation_id:11391	3.77232633462e-14	13.16663558	200.460041573	0.409642869468	160.026179946	601.124650955
coinc_event:coinc_event_id:11851	sim_inspiral:simulation_id:12101	3.77232633462e-14	13.3664831555	16.5498215665	0.0654868103666	1.82476454478	880.884595156
coinc_event:coinc_event_id:11929	sim_inspiral:simulation_id:12749	3.77232633462e-14	13.4051170157	368.305656652	0.774373827871	5.84387562407	1022.74365306
coinc_event:coinc_event_id:11899	sim_inspiral:simulation_id:12489	3.77232633462e-14	19.3067512184	16.6678472354	0.154250887921	13.2655047993	1047.65341187
coinc_event:coinc_event_id:12095	sim_inspiral:simulation_id:13760	3.77232633462e-14	14.6924924801	89.4634569942	0.359165489463	31.1184572385	940.050987959
coinc_event:coinc_event_id:12141	sim_inspiral:simulation_id:14075	3.77232633462e-14	15.8949129872	82.4081447892	0.469834253472	18.7297130256	1001.40247178
coinc_event:coinc_event_id:12225	sim_inspiral:simulation_id:14620	3.77232633462e-14	13.6923806813	123.100772619	0.317562707314	158.719134568	923.765902996
coinc_event:coinc_event_id:12569	sim_inspiral:simulation_id:16886	3.77232633462e-14	15.9276435099	204.866333211	0.736751801429	28.7098197937	737.121176004
coinc_event:coinc_event_id:12613	sim_inspiral:simulation_id:17241	3.77232633462e-14	14.1337891304	73.0841169494	0.327223760618	9.09354802254	606.741822004
coinc_event:coinc_event_id:12798	sim_inspiral:simulation_id:18531	3.77232633462e-14	12.6097384337	43.6826114406	0.144519181544	12.5300915967	898.482265949
coinc_event:coinc_event_id:12932	sim_inspiral:simulation_id:19420	3.77232633462e-14	12.0787474056	40.6139440503	0.187927056777	11.9414048601	1035.75786304
coinc_event:coinc_event_id:13017	sim_inspiral:simulation_id:20030	3.77232633462e-14	23.3217322484	71.851404408	0.535584136436	23.6905650035	672.725735903
coinc_event:coinc_event_id:13177	sim_inspiral:simulation_id:21230	3.77232633462e-14	13.2102046455	1.00977516689	0.00396310187352	2.24941206875	1006.43947101
coinc_event:coinc_event_id:12696	sim_inspiral:simulation_id:17715	3.77232633462e-14	28.7985770107	56.1244840327	0.647378335952	10.9331887577	1052.24355888
coinc_event:coinc_event_id:13413	sim_inspiral:simulation_id:22691	3.77232633462e-14	12.3641587223	60.4553703816	0.256664641023	14.1936412416	1057.2485168
coinc_event:coinc_event_id:13343	sim_inspiral:simulation_id:22217	3.77232633462e-14	24.5335833414	35.6240810503	0.496907063032	9.97744633478	694.77541399
coinc_event:coinc_event_id:13315	sim_inspiral:simulation_id:22053	3.77232633462e-14	20.1372104754	211.092187243	0.862886707889	37.5381375595	1019.11767578
coinc_event:coinc_event_id:13630	sim_inspiral:simulation_id:24015	3.77232633462e-14	19.7362108388	557.65817139	0.984873019317	35.4234549532	994.406226873
coinc_event:coinc_event_id:13817	sim_inspiral:simulation_id:25256	3.77232633462e-14	12.4061708111	972.780676689	0.937787045772	69.5488655508	951.692625046
coinc_event:coinc_event_id:13501	sim_inspiral:simulation_id:23119	3.77232633462e-14	30.7450538518	175.114029186	0.965688167537	28.0681123545	1016.14463091
coinc_event:coinc_event_id:14010	sim_inspiral:simulation_id:26563	3.77232633462e-14	24.7660929833	68.7696230545	0.410827038257	3.23269489354	903.29511714
coinc_event:coinc_event_id:14243	sim_inspiral:simulation_id:28127	3.77232633462e-14	13.3750757467	377.144467854	0.783140904142	10.5151415816	974.24612999
coinc_event:coinc_event_id:14241	sim_inspiral:simulation_id:28074	3.77232633462e-14	12.8894199353	638.623780226	0.838816690996	5.86724634069	960.307971001
coinc_event:coinc_event_id:14246	sim_inspiral:simulation_id:28135	3.77232633462e-14	13.3997149987	611.136913346	0.845177919617	129.954612497	879.83438611
coinc_event:coinc_event_id:14251	sim_inspiral:simulation_id:28191	3.77232633462e-14	15.3605874165	49.6101228099	0.376848609194	4.33288339668	1105.7441411
coinc_event:coinc_event_id:14263	sim_inspiral:simulation_id:28266	3.77232633462e-14	16.5768200191	28.7720352749	0.126422697373	5.08171191783	953.391581059
coinc_event:coinc_event_id:14323	sim_inspiral:simulation_id:28646	3.77232633462e-14	15.0630355961	477.820363389	0.84503560003	11.5218807376	521.416356087
coinc_event:coinc_event_id:14631	sim_inspiral:simulation_id:30639	3.77232633462e-14	12.0411477138	90.0798132649	0.275526478395	22.6033035013	946.488669872
coinc_event:coinc_event_id:14629	sim_inspiral:simulation_id:30611	3.77232633462e-14	19.0358421003	283.786163787	0.778534165001	156.384721964	940.715987206
coinc_event:coinc_event_id:14729	sim_inspiral:simulation_id:31228	3.77232633462e-14	15.4181258471	17.2448616164	0.0839836064479	10.3043559285	971.128106117
coinc_event:coinc_event_id:15093	sim_inspiral:simulation_id:33551	3.77232633462e-14	13.8819514941	223.51438889	0.59933900127	14.7029959104	959.406639099
coinc_event:coinc_event_id:14930	sim_inspiral:simulation_id:32484	3.77232633462e-14	16.1795880192	215.777150599	0.491981710216	102.92008424	893.489326954
coinc_event:coinc_event_id:15098	sim_inspiral:simulation_id:33562	3.77232633462e-14	32.3952714155	90.8994359653	0.907387612796	8.25136455429	611.293981075
coinc_event:coinc_event_id:15420	sim_inspiral:simulation_id:35721	3.77232633462e-14	16.1964640139	69.1368140243	0.302589015879	3.5462335553	892.38704586
coinc_event:coinc_event_id:15416	sim_inspiral:simulation_id:35686	3.77232633462e-14	20.0244309798	67.3336440834	0.502552716089	19.6779517299	938.041182041
coinc_event:coinc_event_id:15430	sim_inspiral:simulation_id:35775	3.77232633462e-14	12.5954414599	108.229538343	0.3192597826	4.72724401306	935.186796904
coinc_event:coinc_event_id:15457	sim_inspiral:simulation_id:35987	3.77232633462e-14	13.2728036125	61.0192707995	0.206609482942	8.90717402296	965.049829006
coinc_event:coinc_event_id:15448	sim_inspiral:simulation_id:35922	3.77232633462e-14	13.4143197763	280.271621648	0.7032572473	76.1332619238	718.870904922
coinc_event:coinc_event_id:15682	sim_inspiral:simulation_id:37374	3.77232633462e-14	12.7209988584	104.977275467	0.371739543774	18.6160513863	1109.19889522
